place_id,cre_id,x,location/x,y,location/y,name
10492,PL/9666/EXP/ES/2015,-97.87601,-97.87601,22.3237,22.3237,JOSÉ LUIS RODRÍGUEZ BERLANGA
10493,PL/9775/EXP/ES/2015,-106.0533,-106.0533,28.62205,28.62205,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10494,PL/9757/EXP/ES/2015,-102.2486,-102.2486,20.79622,20.79622,JESUS MARIA RAMIREZ GARCIA
10495,PL/9686/EXP/ES/2015,-100.4538,-100.4538,20.63593,20.63593,COSMOS SERVICIO S. DE R. L.  DE C. V.
10496,PL/9340/EXP/ES/2015,-103.2868,-103.2868,20.62459,20.62459,"Combustibles Triton, S.A.  de C.V."
10497,PL/9481/EXP/ES/2015,-103.1869,-103.1869,20.15064,20.15064,FERNANDO GARZA MAGAÑA
10498,PL/9764/EXP/ES/2015,0,0,0,0,ORLANDO RAFAEL DZUL CHAN
10499,PL/9616/EXP/ES/2015,-109.637,-109.637,26.91786,26.91786,JAG Autoservicios S.A. de C.V.
10500,PL/9356/EXP/ES/2015,-99.87646,-99.87646,16.87482,16.87482,"ESTACION DE SERVICIOS SIGLO 2000, S.A. DE C.V."
10501,PL/9535/EXP/ES/2015,-117.008,-117.008,32.53641,32.53641,"LUIS ALVAREZ E HIJOS, S.A. DE C.V."
10502,PL/9267/EXP/ES/2015,-98.16753,-98.16753,18.99112,18.99112,"SERVICIO OLXO 3, S.A. DE C.V."
10503,PL/9493/EXP/ES/2015,-98.83388,-98.83388,19.21927,19.21927,MARIA LYDIA CASTILLO MIRANDA
10504,PL/9347/EXP/ES/2015,-101.7166,-101.7166,21.13274,21.13274,SERVICIO LAS HILAMAS SA DE CV
10505,PL/9766/EXP/ES/2015,-100.2944,-100.2944,25.65537,25.65537,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10506,PL/9263/EXP/ES/2015,-100.202,-100.202,25.74791,25.74791,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10507,PL/9344/EXP/ES/2015,-101.4695,-101.4695,19.63272,19.63272,Combustibles Aceites y Derivados S.A. de C.V.
10508,PL/9460/EXP/ES/2015,-100.9854,-100.9854,25.40172,25.40172,SERVICIOS FUYIVARA SA DE CV
10509,PL/9282/EXP/ES/2015,-98.88172,-98.88172,19.55025,19.55025,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V
10510,PL/9653/EXP/ES/2015,-97.58678,-97.58678,25.86231,25.86231,COMBUSTIBLES RODRÍGUEZ GUERRA DE MATAMOROS S.A. DE
10511,PL/9584/EXP/ES/2015,-103.3266,-103.3266,20.67908,20.67908,SERVICIO MEZQUITE SA DE CV
10512,PL/9395/EXP/ES/2015,-99.29348,-99.29348,19.35468,19.35468,"SERVICIO CUAJIMALPA, S.A. DE C.V."
10513,PL/9305/EXP/ES/2015,-102.2927,-102.2927,21.90612,21.90612,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10514,PL/9292/EXP/ES/2015,-96.57269,-96.57269,20.0358,20.0358,COMBUSTIBLES PALPOALA SA DE CV
10515,PL/9498/EXP/ES/2015,-104.5844,-104.5844,24.08578,24.08578,SUPER SERVICIO VIVA VILLA SA DE CV
10516,PL/9727/EXP/ES/2015,-101.619,-101.619,19.51107,19.51107,SUPERSERVICIO BARRIGA  S.DE R.L DE C.V.
10517,PL/9668/EXP/ES/2015,-97.79729,-97.79729,25.77542,25.77542,RAMAY MULTISERVICIOS S.A. DE C.V.
10518,PL/9687/EXP/ES/2015,-99.59727,-99.59727,19.91766,19.91766,OPERADORA JILOTEPEC SA DE CV
10519,PL/9370/EXP/ES/2015,-99.30959,-99.30959,20.05352,20.05352,"PARAN MEGASERVICIOS, S.A. DE C.V."
10520,PL/9322/EXP/ES/2015,-99.65725,-99.65725,19.26743,19.26743,Servicio Serrano SA de CV
10521,PL/9615/EXP/ES/2015,-109.447,-109.447,27.08179,27.08179,JAG Autoservicios S.A. de C.V.
10522,PL/9455/EXP/ES/2015,-103.528,-103.528,25.52417,25.52417,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V."
10523,PL/9290/EXP/ES/2015,-99.08735,-99.08735,19.76951,19.76951,"IMPULSORA AUTOMOTRIZ LOMBANOS, S.A. DE C.V."
10524,PL/9491/EXP/ES/2015,-92.39427,-92.39427,14.70463,14.70463,"LUBRICANTES Y COMBUSTIBLES MARINOS, S.A. DE C.V."
10525,PL/9365/EXP/ES/2015,-105.4862,-105.4862,20.76531,20.76531,GRUPO GASOLINERO SAMARA SA DE CV
10526,PL/9750/EXP/ES/2015,-116.0605,-116.0605,30.83898,30.83898,"SERVICIO HORTA DE ENSENADA, SA DE CV"
10527,PL/9327/EXP/ES/2015,-103.752,-103.752,19.26018,19.26018,GASOLINERA LOS OLIVOS S.A de C.V
10528,PL/9609/EXP/ES/2015,-102.6949,-102.6949,21.85433,21.85433,MISAEL CHAVEZ YAÑEZ
10529,PL/9753/EXP/ES/2015,-100.4707,-100.4707,19.55316,19.55316,FIDEL GARFIAS SUAREZ
10530,PL/9688/EXP/ES/2015,-116.6088,-116.6088,31.8467,31.8467,SERVICIO BUSTRI S.A. DE C.V.(E6814)
10531,PL/9431/EXP/ES/2015,-115.4921,-115.4921,32.65784,32.65784,ESTACION DE SERVICIO DEL RIO NUEVO S DE RL DE CV
10532,PL/9470/EXP/ES/2015,-97.53487,-97.53487,20.71133,20.71133,"GASOLINERA TIHUATLAN, SA DE CV."
10533,PL/9414/EXP/ES/2015,-103.3029,-103.3029,20.64203,20.64203,"GRUPO OCTANO, S.A. DE C.V."
10534,PL/9467/EXP/ES/2015,-97.52103,-97.52103,20.68213,20.68213,"GASOLINERIA FOY DE TIHUATLAN, SA DE CV."
10535,PL/9655/EXP/ES/2015,-97.50244,-97.50244,25.87086,25.87086,ENERGÉTICOS ROJO S.A. DE C.V.
10536,PL/9545/EXP/ES/2015,-102.6674,-102.6674,22.75121,22.75121,CCORPORATIVO GLOBAL ROCA S.A. DE C.V.
10537,PL/9304/EXP/ES/2015,-102.3178,-102.3178,21.87228,21.87228,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10538,PL/9577/EXP/ES/2015,-110.9673,-110.9673,29.09482,29.09482,"ESTACION PIRU, S.A. DE C.V."
10539,PL/9691/EXP/ES/2015,-106.9455,-106.9455,29.94348,29.94348,COMBUSTIBLES CARVEL SA DE CV
10540,PL/9394/EXP/ES/2015,-96.86552,-96.86552,19.6582,19.6582,OPERADORA MEXICANA DE COMBUSTIBLES SA DE CV
10541,PL/9594/EXP/ES/2015,-99.14275,-99.14275,19.47282,19.47282,"Servicio Combusa, S.A. de C.V."
10542,PL/9586/EXP/ES/2015,-98.74157,-98.74157,20.08693,20.08693,SERVICIO HENRIQUEZ SA DE CV
10543,PL/9502/EXP/ES/2015,-100.2499,-100.2499,25.81151,25.81151,"ENERGETICOS DEL ALTIPLANO, S.A. DE C.V."
10544,PL/9398/EXP/ES/2015,-99.20043,-99.20043,19.47421,19.47421,YUMKA SA DE CV
10545,PL/9756/EXP/ES/2015,-100.5983,-100.5983,19.69631,19.69631,FIDEL GARFIAS SUAREZ
10546,PL/9300/EXP/ES/2015,-101.4773,-101.4773,20.97901,20.97901,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10547,PL/9343/EXP/ES/2015,-88.70361,-88.70361,19.74341,19.74341,"COMBUSTIBLES PUERTO MORELOS, S.A. DE C.V."
10548,PL/9484/EXP/ES/2015,-105.2295,-105.2295,20.6549,20.6549,GASOSERVICIO EXPRESS PATRIA SA DE CV
10549,PL/9396/EXP/ES/2015,-98.84046,-98.84046,19.23482,19.23482,"PROYECTO LOS VOLCANES, S.A. DE C.V."
10550,PL/9472/EXP/ES/2015,-99.63496,-99.63496,19.25095,19.25095,"SERVICIO RUGA, S.A. DE C.V."
10551,PL/9454/EXP/ES/2015,-97.4089,-97.4089,18.51824,18.51824,SERVICIO CATALINA S.A. DE C.V.
10552,PL/9561/EXP/ES/2015,-100.2798,-100.2798,25.66642,25.66642,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10553,PL/9679/EXP/ES/2015,-94.57128,-94.57128,18.05795,18.05795,GRUPO ARIAS DEL SURESTE S.A. DE C.V.
10554,PL/9354/EXP/ES/2015,-100.0126,-100.0126,25.5926,25.5926,GASOLINERA JUDEL SA DE CV
10555,PL/9534/EXP/ES/2015,-117.0589,-117.0589,32.34566,32.34566,"AUTOSERVICIO BENITEZ, SA DE CV"
10556,PL/9663/EXP/ES/2015,-98.17602,-98.17602,24.82432,24.82432,HUMBERTO ENCARNACIÓN GARZA GARZA
10557,PL/9483/EXP/ES/2015,-98.23542,-98.23542,19.0035,19.0035,SERVICIO LUCE S.A. DE C.V.
10558,PL/9507/EXP/ES/2015,-99.21139,-99.21139,18.83774,18.83774,ESTACION DE SERVICIO TEMIXCO SA DE CV
10559,PL/9421/EXP/ES/2015,-98.20488,-98.20488,19.03906,19.03906,SERVICIO TOLEDO S.A. DE C.V.
10560,PL/9736/EXP/ES/2015,-96.34982,-96.34982,19.2026,19.2026,GASOLINERA GRACIELA S.A. DE C.V.
10561,PL/9646/EXP/ES/2015,-98.32783,-98.32783,26.04592,26.04592,AUTOSERVICIOS REAL S.A. DE C.V.
10562,PL/9450/EXP/ES/2015,-101.5782,-101.5782,27.03261,27.03261,J CRUZ RODRIGUEZ GONZALEZ
10563,PL/9583/EXP/ES/2015,-100.2503,-100.2503,25.70276,25.70276,SUPER SERVICIO HERCULES SA DE CV
10564,PL/9350/EXP/ES/2015,-103.6134,-103.6134,20.72904,20.72904,ESTACION DE SERVICIO TERROGAS S.A. DE C.V.
10565,PL/9754/EXP/ES/2015,-100.3512,-100.3512,19.44331,19.44331,DIMAS GARFIAS LOPEZ
10566,PL/9765/EXP/ES/2015,-102.2815,-102.2815,21.91466,21.91466,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10567,PL/9427/EXP/ES/2015,-97.51215,-97.51215,18.52326,18.52326,SU KOMBUSTIBLE DE PUEBLA SA DE CV
10568,PL/9713/EXP/ES/2015,-99.14246,-99.14246,19.5224,19.5224,EMISVIP SA DE CV
10569,PL/9291/EXP/ES/2015,-101.0134,-101.0134,25.37045,25.37045,LAS TERESITAS SERVICIOS ENERGETICOS SA DE CV
10570,PL/9762/EXP/ES/2015,-98.94386,-98.94386,21.86485,21.86485,GASOLINERA EL PUJAL S.A. DE C.V.
10571,PL/9457/EXP/ES/2015,-102.002,-102.002,21.12109,21.12109,"Servicio Unión AG, S,A, de C,V."
10572,PL/9621/EXP/ES/2015,-101.4279,-101.4279,26.86394,26.86394,TRACTO SERVICIOS VICTORIA S.A. DE C.V.
10573,PL/9415/EXP/ES/2015,-98.36898,-98.36898,20.10055,20.10055,PETREOS LAS GLORIAS S.A. DE C.V.
10574,PL/9411/EXP/ES/2015,-99.31183,-99.31183,18.61341,18.61341,GASOGRUPO PUENTE DE IXTLA SA DE CV
10575,PL/9560/EXP/ES/2015,-96.80142,-96.80142,18.7986,18.7986,Proveedora de Combustible Maye S.A. de C.V.
10576,PL/9590/EXP/ES/2015,-98.23952,-98.23952,19.06713,19.06713,COMBUSTIBLES VENSA S.A. DE C.V.
10577,PL/9659/EXP/ES/2015,-97.81294,-97.81294,25.66644,25.66644,ENERGÉTICOS VALLE HERMOSO S.A. DE C.V.
10578,PL/9660/EXP/ES/2015,-109.4346,-109.4346,27.06098,27.06098,JAG Autoservicios S.A. de C.V.
10579,PL/9458/EXP/ES/2015,-100.9646,-100.9646,25.47356,25.47356,SERVICIOS FUYIVARA SA DE CV
10580,PL/9785/EXP/ES/2015,-101.2213,-101.2213,20.58555,20.58555,"GASOLINAS Y MAS, S.A. DE C.V."
10581,PL/9575/EXP/ES/2015,-98.26826,-98.26826,19.3199,19.3199,"Servicios Tlaxcala, S.A."
10582,PL/9281/EXP/ES/2015,-89.55409,-89.55409,20.9451,20.9451,"Servicio Perioriente, S.A de C.V"
10583,PL/9638/EXP/ES/2015,-99.24565,-99.24565,18.95249,18.95249,"SERVICIO MILENIO 2000, S.A. DE C.V"
10584,PL/9559/EXP/ES/2015,-98.84794,-98.84794,19.5334,19.5334,PRESTADORA DE SERVICIOS DESEO SA DE CV
10585,PL/9377/EXP/ES/2015,-98.31699,-98.31699,26.04597,26.04597,"GRUPO GASOLINERO DE REYNOSA, S.A. DE C.V."
10586,PL/9752/EXP/ES/2015,-115.9318,-115.9318,30.52679,30.52679,"SERVICIO HORTA DE ENSENADA, SA DE CV"
10587,PL/9428/EXP/ES/2015,-95.52976,-95.52976,18.0322,18.0322,"SERVICIO DEL CENTRO DE ISLA, S.A. DE C.V."
10588,PL/9768/EXP/ES/2015,-103.4778,-103.4778,25.5815,25.5815,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10589,PL/9725/EXP/ES/2015,-100.3913,-100.3913,21.01404,21.01404,Servicios el Quijay S.A. de C.V.
10590,PL/9661/EXP/ES/2015,-97.98434,-97.98434,25.65138,25.65138,GERARDO GUERRA HINOJOSA
10591,PL/9496/EXP/ES/2015,-103.3462,-103.3462,20.62228,20.62228,"PETROMAX, S.A. DE C.V."
10592,PL/9332/EXP/ES/2015,-99.02026,-99.02026,19.61116,19.61116,Cafragas SA de CV
10593,PL/9712/EXP/ES/2015,-97.48757,-97.48757,25.83008,25.83008,COMBUSTIBLES CAMINO REAL S. DE R.L.
10594,PL/9614/EXP/ES/2015,-109.4591,-109.4591,27.06978,27.06978,JAG Autoservicios S.A. de C.V.
10595,PL/9600/EXP/ES/2015,-101.4031,-101.4031,26.91624,26.91624,GASOLINERA ORIENTE S.A. DE C.V.
10596,PL/9346/EXP/ES/2015,-103.3129,-103.3129,20.43826,20.43826,"JORIMAR GASOLINEROS, S.A. DE C.V."
10597,PL/9471/EXP/ES/2015,-99.6625,-99.6625,19.26263,19.26263,"SERVICIO MIÑO, S.A. DE C.V."
10598,PL/9416/EXP/ES/2015,-106.7397,-106.7397,28.48094,28.48094,AVECON S.A. DE C.V.
10599,PL/9532/EXP/ES/2015,-102.6011,-102.6011,20.82856,20.82856,ALFONSO GONZALEZ GONZALEZ
10600,PL/9634/EXP/ES/2015,-102.5285,-102.5285,20.4122,20.4122,"ESTACION DE SERVICIO PORTEZUELO, S.A. DE C.V."
10601,PL/9466/EXP/ES/2015,-99.54942,-99.54942,27.48821,27.48821,"SERVICIO EVA SAMANO, S.A. DE C.V."
10602,PL/9669/EXP/ES/2015,-99.21729,-99.21729,19.28309,19.28309,"SERVICIO 5441, S.A DE C.V."
10603,PL/9295/EXP/ES/2015,-99.17353,-99.17353,23.75569,23.75569,GRUPO ANDALUZ  DE DESARROLLO S.A. DE C.V.
10604,PL/9705/EXP/ES/2015,-110.005,-110.005,27.48696,27.48696,GRP GASOLINAS REFINADAS DEL PACIFICO S.A DE C.V.
10605,PL/9430/EXP/ES/2015,-98.96381,-98.96381,19.30804,19.30804,Servicio Sobredo SA de CV
10606,PL/9641/EXP/ES/2015,-97.51157,-97.51157,25.87523,25.87523,AUTO SERVICIO DIAGONAL S.A. DE C.V.
10607,PL/9556/EXP/ES/2015,-99.02505,-99.02505,19.39814,19.39814,ARISBET AVILA DAVILA
10608,PL/9357/EXP/ES/2015,-100.1666,-100.1666,25.70624,25.70624,"SERVICIO 4949, S. A. DE C. V."
10609,PL/9596/EXP/ES/2015,-100.5409,-100.5409,21.29296,21.29296,Servicios Pichardo de San Luis S.A. de C.V.
10610,PL/9678/EXP/ES/2015,-100.1557,-100.1557,25.70471,25.70471,"ENERGETICOS DEL ALTIPLANO, S.A. DE C.V."
10611,PL/9629/EXP/ES/2015,-99.6473,-99.6473,18.9433,18.9433,JAISERVICIO S.A DE C.V
10612,PL/9462/EXP/ES/2015,-97.85083,-97.85083,22.20613,22.20613,SERVICIOS MARINOS DEL GOLFO SA DE CV
10613,PL/9606/EXP/ES/2015,-116.6318,-116.6318,32.5673,32.5673,"ESTACION DE SERVICIO LIBRAMIENTO, S.A. DE C.V."
10614,PL/9770/EXP/ES/2015,-105.4535,-105.4535,28.19998,28.19998,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10615,PL/9412/EXP/ES/2015,-101.844,-101.844,20.97978,20.97978,JOSE ANTONIO HERNANDEZ ESPINOSA
10616,PL/9441/EXP/ES/2015,-96.17728,-96.17728,19.18548,19.18548,"ENERGETICOS DE BOCA, S.A. DE C.V."
10617,PL/9336/EXP/ES/2015,-99.59174,-99.59174,19.22049,19.22049,Servicio Mexicaltzingo SA de CV
10618,PL/9602/EXP/ES/2015,-102.2629,-102.2629,21.92471,21.92471,RN  GAS  S.A. DE  C.V.
10619,PL/9368/EXP/ES/2015,-105.3178,-105.3178,20.31608,20.31608,GRUPO GASOLINERO SAMARA SA DE CV
10620,PL/9517/EXP/ES/2015,-107.4443,-107.4443,24.79062,24.79062,SERVICIOS USE S.A DE C.V.
10621,PL/9698/EXP/ES/2015,-99.23872,-99.23872,20.12881,20.12881,SERVICIO FRANCHUZ SA DE CV
10622,PL/9495/EXP/ES/2015,-104.5523,-104.5523,25.16189,25.16189,"GASOLINERA IGLUF, S.A. DE C.V."
10623,PL/9373/EXP/ES/2015,-103.6594,-103.6594,20.77776,20.77776,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10624,PL/9259/EXP/ES/2015,-103.804,-103.804,19.55486,19.55486,GRUPO GAEXPO SA DE CV
10625,PL/9293/EXP/ES/2015,-96.14103,-96.14103,18.10976,18.10976,ERNESTINA NOLASCO ORDAZ
10626,PL/9595/EXP/ES/2015,-99.1293,-99.1293,23.71905,23.71905,JAPALMA S.A. DE C.V.
10627,PL/9286/EXP/ES/2015,-102.3283,-102.3283,21.90888,21.90888,TERCER ANILLO SA DE CV
10628,PL/9662/EXP/ES/2015,-117.0147,-117.0147,32.46899,32.46899,"GRUPO ARGOIL CASABLANCA, S. DE R.L. DE C.V."
10629,PL/9515/EXP/ES/2015,-110.9452,-110.9452,31.31185,31.31185,"ESTACION EL NARANJO, SA DE CV"
10630,PL/9656/EXP/ES/2015,-97.47943,-97.47943,25.8568,25.8568,ENERGÉTICOS ROJO S.A. DE C.V.
10631,PL/9592/EXP/ES/2015,-108.077,-108.077,25.45938,25.45938,Servicio Escoserra Los Olivos S.A. de C.V.
10632,PL/9528/EXP/ES/2015,-99.5787,-99.5787,19.18162,19.18162,Servicio Loed SA de CV
10633,PL/9445/EXP/ES/2015,-97.58693,-97.58693,18.88224,18.88224,ENMAR S.A.
10634,PL/9622/EXP/ES/2015,-99.89711,-99.89711,20.51929,20.51929,Grupo Baguti S.A. de C.V.
10635,PL/9613/EXP/ES/2015,-109.4221,-109.4221,27.07417,27.07417,JAG Autoservicios S.A. de C.V.
10636,PL/9465/EXP/ES/2015,-99.98486,-99.98486,20.38337,20.38337,GAS JALIM SA DE CV
10637,PL/9652/EXP/ES/2015,-99.03892,-99.03892,19.61367,19.61367,"COMBUSTIBLES METROPOLITANOS, S.A. DE C.V."
10638,PL/9670/EXP/ES/2015,-109.7527,-109.7527,23.37003,23.37003,SERVICIO  MIRAFLORES SA DE CV
10639,PL/9334/EXP/ES/2015,-102.0595,-102.0595,19.3754,19.3754,SERVIEXPRESS OLYMPIA S.A. DE C.V.
10640,PL/9311/EXP/ES/2015,-102.3327,-102.3327,20.70485,20.70485,SERVICIO NORAMA SA DE CV
10641,PL/9296/EXP/ES/2015,-103.3465,-103.3465,20.2888,20.2888,BRANSLE S DE RL DE CV
10642,PL/9371/EXP/ES/2015,-99.33944,-99.33944,20.05507,20.05507,"SERVICIO TODA, S.A. DE C.V."
10643,PL/9649/EXP/ES/2015,-97.47184,-97.47184,25.86295,25.86295,COMBUSTIBLES CAMINO REAL S. DE R.L.
10644,PL/9500/EXP/ES/2015,-103.3554,-103.3554,25.52777,25.52777,"GASOEXPRESS SUPER SERVICIOS III, S.A. DE C.V."
10645,PL/9749/EXP/ES/2015,-100.5514,-100.5514,19.68758,19.68758,FIDEL GARFIAS SUAREZ
10646,PL/9352/EXP/ES/2015,-103.2544,-103.2544,20.49383,20.49383,"JORIMAR GASOLINEROS, S.A. DE C.V."
10647,PL/9672/EXP/ES/2015,-110.9903,-110.9903,29.06906,29.06906,servicios del  rio rg  s.a de c.v
10648,PL/9348/EXP/ES/2015,-98.94847,-98.94847,19.74859,19.74859,ELIA JAIMES JAIMES
10649,PL/9564/EXP/ES/2015,-96.39964,-96.39964,19.60923,19.60923,CELEGAS SA DE CV
10650,PL/9667/EXP/ES/2015,-98.98309,-98.98309,19.42199,19.42199,JOSE MERLOS ESCUTIA
10651,PL/9320/EXP/ES/2015,-94.15024,-94.15024,18.12863,18.12863,ESPERANZA RIVERA ZAPATA
10652,PL/9390/EXP/ES/2015,-98.83953,-98.83953,18.60291,18.60291,"SERVICIO CATTAR, S.A. DE C.V."
10653,PL/9530/EXP/ES/2015,-101.0188,-101.0188,25.39506,25.39506,SERVICIO PARQUE V CARRANZA S.A. DE C.V.
10654,PL/9601/EXP/ES/2015,-101.4279,-101.4279,26.78361,26.78361,GASOLINERA LA PROVI S.A. DE C.V.
10655,PL/9387/EXP/ES/2015,-102.7691,-102.7691,20.35524,20.35524,ORGANIZACION LA LUNA S.A. DE C.V.
10656,PL/9355/EXP/ES/2015,-103.3608,-103.3608,20.66726,20.66726,NIÑOS HEROES ESTACION DE SERVICIOS SA DE CV
10657,PL/9475/EXP/ES/2015,-99.63152,-99.63152,19.28789,19.28789,"SUMINISTROS COMBUSTIBLES MORELOS, S.A. DE C.V."
10658,PL/9351/EXP/ES/2015,-103.4042,-103.4042,20.486,20.486,"JORIMAR GASOLINEROS, S.A. DE C.V."
10659,PL/9620/EXP/ES/2015,-101.184,-101.184,19.69426,19.69426,GONQUI SA DE CV
10660,PL/9369/EXP/ES/2015,-103.4615,-103.4615,20.64186,20.64186,GRUPO GASOLINERO SAMARA SA DE CV
10661,PL/9425/EXP/ES/2015,-99.14932,-99.14932,19.50213,19.50213,Estacion de Servicio Cien Metros SA de CV
10662,PL/9772/EXP/ES/2015,-106.1199,-106.1199,28.5832,28.5832,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10663,PL/9360/EXP/ES/2015,-105.2672,-105.2672,20.69616,20.69616,GRUPO GASOLINERO SAMARA SA DE CV
10664,PL/9635/EXP/ES/2015,-99.22202,-99.22202,18.92454,18.92454,"SERVICIO TEOPANZOLCO, S.A. DE C.V."
10665,PL/9420/EXP/ES/2015,-106.3783,-106.3783,31.72135,31.72135,"Servicio Imeprial, S.A. de C.V."
10666,PL/9565/EXP/ES/2015,-96.74688,-96.74688,19.45781,19.45781,CELEGAS SA DE CV
10667,PL/9747/EXP/ES/2015,-102.6049,-102.6049,21.02653,21.02653,"SERVICIO SANTO NIÑO, S.A. DE C.V."
10668,PL/9456/EXP/ES/2015,-98.7926,-98.7926,20.07142,20.07142,SERVICIO PITAHAYAS S.A. DE C.V.
10669,PL/9605/EXP/ES/2015,-101.407,-101.407,26.91386,26.91386,GASOLINERA CAMPOS S.A. DE C.V.
10670,PL/9516/EXP/ES/2015,-103.36,-103.36,25.53522,25.53522,EMILIO SILVA SIWADY
10671,PL/9721/EXP/ES/2015,-100.2067,-100.2067,25.67505,25.67505,"SERVICIO NUEVO SAN SEBASTIAN, S. A. DE C. V."
10672,PL/9717/EXP/ES/2015,-98.22198,-98.22198,19.32971,19.32971,SERVICIO IXTACUIXTLA S.A. DE C.V.
10673,PL/9505/EXP/ES/2015,-103.3944,-103.3944,20.29325,20.29325,SERVICIO EL CHANTE SA DE CV
10674,PL/9521/EXP/ES/2015,-115.4824,-115.4824,32.62412,32.62412,"SUPER MEXOLINA GRUPO GASOLINERO, S. DE R.L. DE C.V."
10675,PL/9710/EXP/ES/2015,-100.4538,-100.4538,25.69675,25.69675,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10676,PL/9589/EXP/ES/2015,-103.2734,-103.2734,20.63621,20.63621,ESTACIÓN SERVICIO SANTA TERE SA DE CV
10677,PL/9587/EXP/ES/2015,-98.71854,-98.71854,20.09488,20.09488,HIDROCARBUROS EL MINERAL SA DE CV
10678,PL/9399/EXP/ES/2015,-97.88342,-97.88342,20.26737,20.26737,URZUGAS SA DE CV
10679,PL/9451/EXP/ES/2015,-101.4403,-101.4403,26.91774,26.91774,JAVIER SIFUENTES DE LA O
10680,PL/9684/EXP/ES/2015,-99.60674,-99.60674,18.86973,18.86973,JAISERVICIO S.A DE C.V
10681,PL/9742/EXP/ES/2015,-101.6064,-101.6064,19.51747,19.51747,VICTOR MANUEL OBREGON SOLIS
10682,PL/9540/EXP/ES/2015,-116.9326,-116.9326,32.46887,32.46887,"ALEROB ESTACIONES, S.A. DE C.V."
10683,PL/9331/EXP/ES/2015,-102.2551,-102.2551,21.87459,21.87459,Los Perales de Aguascalientes SA de CV
10684,PL/9582/EXP/ES/2015,-103.372,-103.372,20.65387,20.65387,SERVICIO MEZQUITE SA DE CV
10685,PL/9403/EXP/ES/2015,-103.0143,-103.0143,23.7835,23.7835,PROMOTORES  COMBYLUB SA DE CV
10686,PL/9406/EXP/ES/2015,-106.3616,-106.3616,31.66022,31.66022,"Servicio Imeprial, S.A. de C.V."
10687,PL/9389/EXP/ES/2015,-99.89204,-99.89204,20.19756,20.19756,COMBUSTIBLES LA ESTANCIA SA DE CV
10688,PL/9489/EXP/ES/2015,-102.0535,-102.0535,19.40733,19.40733,GASOLINERA LATINOAMERICANA S.A DE C.V
10689,PL/9585/EXP/ES/2015,-103.4417,-103.4417,20.65215,20.65215,OPERADORA KINZA SA DE CV
10690,PL/9574/EXP/ES/2015,-98.19384,-98.19384,19.31901,19.31901,"Servicios Tlaxcala, S.A."
10691,PL/9787/EXP/ES/2015,-103.4315,-103.4315,20.60687,20.60687,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10692,PL/9557/EXP/ES/2015,-99.05116,-99.05116,19.42927,19.42927,SONIA AVILA DAVILA
10693,PL/9748/EXP/ES/2015,-102.1486,-102.1486,21.56366,21.56366,"GASOLINAS Y LUBRICANTES EL DESTIERRO, S.A. DE C.V."
10694,PL/9777/EXP/ES/2015,-105.9959,-105.9959,28.60483,28.60483,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10695,PL/9299/EXP/ES/2015,-102.1721,-102.1721,25.45636,25.45636,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
10696,PL/9625/EXP/ES/2015,-98.82814,-98.82814,19.31043,19.31043,"ORIGAS, S.A. DE C.V."
10697,PL/9654/EXP/ES/2015,-97.53983,-97.53983,25.77011,25.77011,ENERGÉTICOS ROJO S.A. DE C.V.
10698,PL/9359/EXP/ES/2015,-98.04727,-98.04727,19.04263,19.04263,"HIDROCARBUROS GUADALUPE, S.A. DE C.V."
10699,PL/9551/EXP/ES/2015,-89.56141,-89.56141,21.09109,21.09109,Servicio San Jose Kuche SA de CV
10700,PL/9469/EXP/ES/2015,-99.57734,-99.57734,19.25073,19.25073,"SERVICIO MIRUSA, S.A. DE C.V."
10701,PL/9732/EXP/ES/2015,-113.5643,-113.5643,28.96069,28.96069,MARTHA TLFX  S.A DE C.V.
10702,PL/9324/EXP/ES/2015,-102.3176,-102.3176,21.86248,21.86248,Muradas SA de CV
10703,PL/9349/EXP/ES/2015,-103.3029,-103.3029,20.59685,20.59685,"JORIMAR GASOLINEROS, S.A. DE C.V."
10704,PL/9588/EXP/ES/2015,-99.81084,-99.81084,16.97577,16.97577,MULTISERVICIO GASOLINERO EL LIBRAMIENTO SA DE CV
