CVE_ENT,CVE_MUN,NOM_MUN,OID_1,CVEGEO,SELECTED,/place/@pl,/place/cre,/place/loc,/place/l_1,/place/l_2,/place/l_3,/place/nam,COUNT,id
20,409,Santa María del Tule,1055,20409,1,21630,PL/19313/EXP/ES/2016,,-96.6419,17.0409,17.0409,GASOLINERA EL MILENARIO  AHUEHUETE S.A. DE C.V.,1,21630
20,59,Miahuatlán de Porfirio Díaz,1056,20059,1,,,,,,,,0,0
20,154,San Ildefonso Amatlán,1057,20154,1,,,,,,,,0,0
20,167,San José del Peñasco,1058,20167,1,,,,,,,,0,0
20,209,San Juan Mixtepec -Dto. 26 -,1059,20209,1,,,,,,,,0,0
20,254,San Mateo Río Hondo,1060,20254,1,,,,,,,,0,0
20,319,San Pedro Mixtepec -Dto. 26 -,1061,20319,1,,,,,,,,0,0
20,347,San Sebastián Río Hondo,1062,20347,1,,,,,,,,0,0
20,314,San Pedro Juchatengo,1063,20314,1,,,,,,,,0,0
20,149,San Francisco Sola,1064,20149,1,,,,,,,,0,0
20,96,San Andrés Sinaxtla,1065,20096,1,,,,,,,,0,0
20,215,San Juan Sayultepec,1066,20215,1,,,,,,,,0,0
20,562,Magdalena Yodocono de Porfirio Díaz,1067,20562,1,,,,,,,,0,0
20,147,San Francisco Nuxaño,1068,20147,1,,,,,,,,0,0
20,230,San Lorenzo Victoria,1069,20230,1,,,,,,,,0,0
20,164,San Jorge Nuchita,1070,20164,1,,,,,,,,0,0
20,548,Tepelmeme Villa de Morelos,1071,20548,1,14399,PL/12820/EXP/ES/2015,,-97.3739,17.8808,17.8808,CIELO MIXTECO SA DE CV,1,14399
20,18,Concepción Buenavista,1072,20018,1,,,,,,,,0,0
20,21,Cosolapa,1073,20021,1,16412,PL/4508/EXP/ES/2015,,-193.3442,37.2032,37.2032,"ABASTECEDORA DE COMBUSTIBLE DE COSOLAPA, S.A. DE C",2,8206
20,327,San Pedro Tapanatepec,1074,20327,1,16473,PL/6398/EXP/ES/2015,,-188.3591,32.6613,32.6613,SERVICIO TAPANATEPEC S.A. de C.V.,2,8237
20,211,San Juan Ozolotepec,1075,20211,1,,,,,,,,0,0
20,474,Santiago Llano Grande,1076,20474,1,,,,,,,,0,0
20,476,Santiago Miltepec,1077,20476,1,,,,,,,,0,0
20,477,Santiago Minas,1078,20477,1,,,,,,,,0,0
20,478,Santiago Nacaltepec,1079,20478,1,,,,,,,,0,0
20,479,Santiago Nejapilla,1080,20479,1,,,,,,,,0,0
20,480,Santiago Nundiche,1081,20480,1,,,,,,,,0,0
20,481,Santiago Nuyoó,1082,20481,1,,,,,,,,0,0
20,482,Santiago Pinotepa Nacional,1083,20482,1,68817,PL/4239/EXP/ES/2015,,-686.4239,114.4467,114.4467,"ESTACION DE SERVICIO SAN ANTONIO, S.A. DE C.V.",7,9831
20,484,Santiago Tamazola,1084,20484,1,9648,PL/8598/EXP/ES/2015,,-98.2201,17.6744,17.6744,JESUS LARIOS CASTILLO,1,9648
20,485,Santiago Tapextla,1085,20485,1,,,,,,,,0,0
20,486,Villa Tejúpam de la Unión,1086,20486,1,9275,PL/7478/EXP/ES/2015,,-97.4744,17.6587,17.6587,"MIXTEGAS, S.A. DE C.V.",1,9275
20,488,Santiago Tepetlapa,1087,20488,1,,,,,,,,0,0
20,489,Santiago Tetepec,1088,20489,1,,,,,,,,0,0
20,490,Santiago Texcalcingo,1089,20490,1,,,,,,,,0,0
20,491,Santiago Textitlán,1090,20491,1,,,,,,,,0,0
20,492,Santiago Tilantongo,1091,20492,1,,,,,,,,0,0
20,493,Santiago Tillo,1092,20493,1,,,,,,,,0,0
20,497,Santiago Yaitepec,1093,20497,1,,,,,,,,0,0
20,499,Santiago Yolomécatl,1094,20499,1,,,,,,,,0,0
20,500,Santiago Yosondúa,1095,20500,1,,,,,,,,0,0
20,501,Santiago Yucuyachi,1096,20501,1,,,,,,,,0,0
20,507,Santo Domingo Armenta,1097,20507,1,,,,,,,,0,0
20,510,Santo Domingo Ixcatlán,1098,20510,1,,,,,,,,0,0
20,516,Santo Domingo Teojomulco,1099,20516,1,10049,PL/9072/EXP/ES/2015,,-97.2323,16.5863,16.5863,ESTACION DE SERVICIO TEOJOMULCO S.A. DE C.V.,1,10049
20,520,Santo Domingo Tonalá,1100,20520,1,5063,PL/5511/EXP/ES/2015,,-97.9666,17.6714,17.6714,Operadora Facysa SA de CV,1,5063
20,521,Santo Domingo Tonaltepec,1101,20521,1,,,,,,,,0,0
20,523,Santo Domingo Yanhuitlán,1102,20523,1,,,,,,,,0,0
20,524,Santo Domingo Yodohino,1103,20524,1,,,,,,,,0,0
20,526,Santos Reyes Nopala,1104,20526,1,8650,PL/7510/EXP/ES/2015,,-97.1454,16.0967,16.0967,GASOLINERA LA CHATINA SA DE CV,1,8650
20,527,Santos Reyes Pápalo,1105,20527,1,,,,,,,,0,0
20,528,Santos Reyes Tepejillo,1106,20528,1,,,,,,,,0,0
20,529,Santos Reyes Yucuná,1107,20529,1,,,,,,,,0,0
20,532,Santo Tomás Ocotepec,1108,20532,1,14847,PL/13091/EXP/ES/2016,,-97.7639,17.1405,17.1405,GASOLINERA HASTA NO VER NO CREER S.A DE C.V,1,14847
20,536,San Vicente Nuñú,1109,20536,1,,,,,,,,0,0
20,540,Villa de Tamazulápam del Progreso,1110,20540,1,42028,PL/12066/EXP/ES/2015,,-195.1303,35.3436,35.3436,MARIA SEGURA GOMEZ,2,21014
20,543,Tataltepec de Valdés,1111,20543,1,,,,,,,,0,0
20,545,Teotitlán de Flores Magón,1112,20545,1,7732,PL/6674/EXP/ES/2015,,-97.0828,18.1465,18.1465,HERMELINDA DE LOS SANTOS VALERIO,1,7732
20,547,Teotongo,1113,20547,1,,,,,,,,0,0
20,549,Tezoatlán de Segura y Luna,1114,20549,1,10410,PL/9788/EXP/ES/2015,,-97.7937,17.6522,17.6522,GASOLINERA PRIZENA SA DE CV,1,10410
20,552,Tlacotepec Plumas,1115,20552,1,,,,,,,,0,0
20,556,La Trinidad Vista Hermosa,1116,20556,1,,,,,,,,0,0
20,558,Valerio Trujano,1117,20558,1,,,,,,,,0,0
20,564,Yutanduchi de Guerrero,1118,20564,1,,,,,,,,0,0
20,566,San Mateo Yucutindó,1119,20566,1,,,,,,,,0,0
20,567,Zapotitlán Lagunas,1120,20567,1,8935,PL/8054/EXP/ES/2015,,-98.3901,17.7651,17.7651,SOLEDAD MARIA DOLORES BRAVO GUZMAN,1,8935
20,568,Zapotitlán Palmas,1121,20568,1,,,,,,,,0,0
20,4,Asunción Cuyotepeji,1122,20004,1,,,,,,,,0,0
20,11,Calihualá,1123,20011,1,,,,,,,,0,0
20,16,Coicoyán de las Flores,1124,20016,1,,,,,,,,0,0
20,22,Cosoltepec,1125,20022,1,,,,,,,,0,0
20,24,Cuyamecalco Villa de Zaragoza,1126,20024,1,,,,,,,,0,0
20,26,Chalcatongo de Hidalgo,1127,20026,1,20091,PL/3217/EXP/ES/2015,,-195.1981,33.9998,33.9998,PRIMEROGAS S.A. DE C.V.,2,10046
20,29,Eloxochitlán de Flores Magón,1128,20029,1,,,,,,,,0,0
20,32,Fresnillo de Trujano,1129,20032,1,,,,,,,,0,0
20,34,Guadalupe de Ramírez,1130,20034,1,,,,,,,,0,0
20,37,Mesones Hidalgo,1131,20037,1,,,,,,,,0,0
20,46,Magdalena Jaltepec,1132,20046,1,,,,,,,,0,0
20,47,Santa Magdalena Jicotlán,1133,20047,1,,,,,,,,0,0
20,50,Magdalena Peñasco,1134,20050,1,,,,,,,,0,0
20,54,Magdalena Zahuatlán,1135,20054,1,,,,,,,,0,0
20,55,Mariscala de Juárez,1136,20055,1,24935,PL/6352/EXP/ES/2015,,-294.3745,53.5863,53.5863,Nemecio Carlos Vazquez Vazquez,3,8312
20,56,Mártires de Tacubaya,1137,20056,1,,,,,,,,0,0
20,58,Mazatlán Villa de Flores,1138,20058,1,,,,,,,,0,0
20,65,Ixpantepec Nieves,1139,20065,1,,,,,,,,0,0
20,70,Pinotepa de Don Luis,1140,20070,1,,,,,,,,0,0
20,76,La Reforma,1141,20076,1,,,,,,,,0,0
20,81,San Agustín Atenango,1142,20081,1,,,,,,,,0,0
20,82,San Agustín Chayuco,1143,20082,1,,,,,,,,0,0
20,86,San Agustín Tlacotepec,1144,20086,1,,,,,,,,0,0
20,88,San Andrés Cabecera Nueva,1145,20088,1,,,,,,,,0,0
20,89,San Andrés Dinicuiti,1146,20089,1,,,,,,,,0,0
20,90,San Andrés Huaxpaltepec,1147,20090,1,20550,PL/4967/EXP/ES/2015,,-195.8592,32.6652,32.6652,"ESTACION NUEVA SAN ANTONIO, S.A. DE C.V.",2,10275
20,93,San Andrés Lagunas,1148,20093,1,,,,,,,,0,0
20,99,San Andrés Tepetlapa,1149,20099,1,,,,,,,,0,0
20,101,San Andrés Zabache,1150,20101,1,,,,,,,,0,0
20,52,Magdalena Tequisistlán,1151,20052,1,,,,,,,,0,0
20,53,Magdalena Tlacotepec,1152,20053,1,,,,,,,,0,0
20,60,Mixistlán de la Reforma,1153,20060,1,,,,,,,,0,0
20,61,Monjas,1154,20061,1,,,,,,,,0,0
20,62,Natividad,1155,20062,1,,,,,,,,0,0
20,66,Santiago Niltepec,1156,20066,1,7230,PL/3342/EXP/ES/2015,,-94.6208,16.5545,16.5545,SERVICIOS GASEROS DEL GOLFO SA DE CV,1,7230
20,74,Santa Catarina Quioquitani,1157,20074,1,,,,,,,,0,0
20,79,Salina Cruz,1158,20079,1,87938,PL/2144/EXP/ES/2015,,-666.4778,113.4165,113.4165,"COMISION DE SERVICIOS OSCAR TORRES PANCARDO, S.A DE C.V.",7,12563
20,80,San Agustín Amatengo,1159,20080,1,,,,,,,,0,0
20,85,San Agustín Loxicha,1160,20085,1,,,,,,,,0,0
20,95,San Andrés Paxtlán,1161,20095,1,,,,,,,,0,0
20,97,San Andrés Solaga,1162,20097,1,,,,,,,,0,0
20,98,San Andrés Teotilálpam,1163,20098,1,,,,,,,,0,0
20,100,San Andrés Yaá,1164,20100,1,,,,,,,,0,0
20,113,San Baltazar Loxicha,1165,20113,1,,,,,,,,0,0
20,114,San Baltazar Yatzachi el Bajo,1166,20114,1,,,,,,,,0,0
20,116,San Bartolomé Ayautla,1167,20116,1,,,,,,,,0,0
20,117,San Bartolomé Loxicha,1168,20117,1,,,,,,,,0,0
20,120,San Bartolomé Zoogocho,1169,20120,1,,,,,,,,0,0
20,122,San Bartolo Yautepec,1170,20122,1,,,,,,,,0,0
20,125,San Carlos Yautepec,1171,20125,1,,,,,,,,0,0
20,126,San Cristóbal Amatlán,1172,20126,1,6070,PL/3346/EXP/ES/2015,,-96.3502,16.3041,16.3041,GASOLINERA VALLE DEL SUR S.A. DE C.V.,1,6070
20,130,San Dionisio del Mar,1173,20130,1,,,,,,,,0,0
20,131,San Dionisio Ocotepec,1174,20131,1,10311,PL/9630/EXP/ES/2015,,-96.4034,16.8035,16.8035,ESTACION DE SERVICIO SAN DIONISIO SA DE CV,1,10311
20,134,San Felipe Jalapa de Díaz,1175,20134,1,12319,PL/3578/EXP/ES/2015,,-193.0318,36.1554,36.1554,ESTACIÓN DE SERVICIOS ARROYO VENADO SA. DE CV.,2,6160
20,136,San Felipe Usila,1176,20136,1,,,,,,,,0,0
20,146,San Francisco Logueche,1177,20146,1,13014,PL/3435/EXP/ES/2015,,-192.7201,32.6952,32.6952,GASOLINERA VALLE DEL SUR S.A. DE C.V.,2,6507
20,159,San Jerónimo Coatlán,1178,20159,1,,,,,,,,0,0
20,166,San José Chiltepec,1179,20166,1,6192,PL/3215/EXP/ES/2015,,-96.1655,17.968,17.968,SERVICIO LA CHINANTLA SA DE CV,1,6192
20,169,San José Independencia,1180,20169,1,,,,,,,,0,0
20,170,San José Lachiguiri,1181,20170,1,,,,,,,,0,0
20,171,San José Tenango,1182,20171,1,,,,,,,,0,0
20,173,San Juan Atepec,1183,20173,1,,,,,,,,0,0
20,175,San Juan Bautista Atatlahuca,1184,20175,1,,,,,,,,0,0
20,179,San Juan Bautista Jayacatlán,1185,20179,1,,,,,,,,0,0
20,182,San Juan Bautista Tlacoatzintepec,1186,20182,1,,,,,,,,0,0
20,184,San Juan Bautista Tuxtepec,1187,20184,1,213538,PL/2029/EXP/ES/2015,,-1922.3611,361.7016,361.7016,ESTACION DE SERVICIO LAS MARIPOSAS SA DE CV,20,10677
20,187,San Juan Coatzóspam,1188,20187,1,,,,,,,,0,0
20,189,San Juan Comaltepec,1189,20189,1,,,,,,,,0,0
20,190,San Juan Cotzocón,1190,20190,1,19721,PL/3427/EXP/ES/2015,,-286.2424,52.3145,52.3145,SERVICIO ISLA S.A. DE C.V.,3,6574
20,194,San Juan del Río,1191,20194,1,,,,,,,,0,0
20,196,San Juan Evangelista Analco,1192,20196,1,,,,,,,,0,0
20,200,San Juan Juquila Mixes,1193,20200,1,,,,,,,,0,0
20,201,San Juan Juquila Vijanos,1194,20201,1,,,,,,,,0,0
20,203,San Juan Lachigalla,1195,20203,1,,,,,,,,0,0
20,204,San Juan Lajarcia,1196,20204,1,,,,,,,,0,0
20,207,San Juan Mazatlán,1197,20207,1,,,,,,,,0,0
20,212,San Juan Petlapa,1198,20212,1,,,,,,,,0,0
20,214,San Juan Quiotepec,1199,20214,1,,,,,,,,0,0
20,216,San Juan Tabaá,1200,20216,1,,,,,,,,0,0
20,220,San Juan Tepeuxila,1201,20220,1,,,,,,,,0,0
20,222,San Juan Yaeé,1202,20222,1,,,,,,,,0,0
20,223,San Juan Yatzona,1203,20223,1,,,,,,,,0,0
20,226,San Lorenzo Albarradas,1204,20226,1,,,,,,,,0,0
20,231,San Lucas Camotlán,1205,20231,1,,,,,,,,0,0
20,232,San Lucas Ojitlán,1206,20232,1,13164,PL/10842/EXP/ES/2015,,-96.4065,18.0743,18.0743,GRUPO GILGA S.A. DE C.V.,1,13164
20,235,San Luis Amatlán,1207,20235,1,8860,PL/7929/EXP/ES/2015,,-96.453,16.426,16.426,VALENTIN JULIAN CRUZ CRUZ,1,8860
20,236,San Marcial Ozolotepec,1208,20236,1,,,,,,,,0,0
20,246,San Mateo Cajonos,1209,20246,1,,,,,,,,0,0
20,248,San Mateo del Mar,1210,20248,1,,,,,,,,0,0
20,253,San Mateo Piñas,1211,20253,1,,,,,,,,0,0
20,257,San Melchor Betaza,1212,20257,1,,,,,,,,0,0
20,260,San Miguel Aloápam,1213,20260,1,,,,,,,,0,0
20,263,San Miguel Coatlán,1214,20263,1,,,,,,,,0,0
20,265,San Miguel Chimalapa,1215,20265,1,,,,,,,,0,0
20,266,San Miguel del Puerto,1216,20266,1,,,,,,,,0,0
20,268,San Miguel Ejutla,1217,20268,1,,,,,,,,0,0
20,275,San Miguel Quetzaltepec,1218,20275,1,,,,,,,,0,0
20,276,San Miguel Santa Flor,1219,20276,1,,,,,,,,0,0
20,278,San Miguel Soyaltepec,1220,20278,1,10553,PL/5098/EXP/ES/2015,,-192.7945,36.5009,36.5009,ISIDORA HERNANDEZ DURAN,2,5277
20,279,San Miguel Suchixtepec,1221,20279,1,,,,,,,,0,0
20,280,Villa Talea de Castro,1222,20280,1,,,,,,,,0,0
20,282,San Miguel Tenango,1223,20282,1,,,,,,,,0,0
20,288,San Miguel Yotao,1224,20288,1,,,,,,,,0,0
20,289,San Nicolás,1225,20289,1,,,,,,,,0,0
20,291,San Pablo Coatlán,1226,20291,1,,,,,,,,0,0
20,296,San Pablo Macuiltianguis,1227,20296,1,,,,,,,,0,0
20,298,San Pablo Villa de Mitla,1228,20298,1,7103,PL/3823/EXP/ES/2015,,-96.3987,16.9182,16.9182,GASOLINERA VICTOR R. OLIVERA S.A. DE C.V.,1,7103
20,299,San Pablo Yaganiza,1229,20299,1,,,,,,,,0,0
20,306,San Pedro el Alto,1230,20306,1,,,,,,,,0,0
20,307,San Pedro Huamelula,1231,20307,1,2357,PL/898/EXP/ES/2015,,-95.7951,15.9453,15.9453,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",1,2357
20,308,San Pedro Huilotepec,1232,20308,1,,,,,,,,0,0
20,309,San Pedro Ixcatlán,1233,20309,1,,,,,,,,0,0
20,316,San Pedro Mártir Quiechapa,1234,20316,1,,,,,,,,0,0
20,323,San Pedro Ocotepec,1235,20323,1,,,,,,,,0,0
20,324,San Pedro Pochutla,1236,20324,1,45497,PL/3814/EXP/ES/2015,,-289.4205,47.2191,47.2191,SERVICOSTA OAXAQUE&A SA DE CV,3,15166
20,325,San Pedro Quiatoni,1237,20325,1,,,,,,,,0,0
20,326,San Pedro Sochiápam,1238,20326,1,,,,,,,,0,0
20,330,San Pedro Teutila,1239,20330,1,,,,,,,,0,0
20,333,San Pedro Totolápam,1240,20333,1,7397,PL/3522/EXP/ES/2015,,-96.3058,16.6712,16.6712,GASOLINERA CRISTOBAL COLON DE JUCHITAN S.A. DE C.V,1,7397
20,335,San Pedro Yaneri,1241,20335,1,,,,,,,,0,0
20,336,San Pedro Yólox,1242,20336,1,,,,,,,,0,0
20,344,San Sebastián Coatlán,1243,20344,1,,,,,,,,0,0
20,351,San Simón Almolongas,1244,20351,1,,,,,,,,0,0
20,124,San Blas Atempa,1245,20124,1,,,,,,,,0,0
20,139,San Francisco Chapulapa,1246,20139,1,,,,,,,,0,0
20,353,Santa Ana,1247,20353,1,,,,,,,,0,0
20,355,Santa Ana Cuauhtémoc,1248,20355,1,,,,,,,,0,0
20,357,Santa Ana Tavela,1249,20357,1,,,,,,,,0,0
20,359,Santa Ana Yareni,1250,20359,1,,,,,,,,0,0
20,361,Santa Catalina Quierí,1251,20361,1,,,,,,,,0,0
20,362,Santa Catarina Cuixtla,1252,20362,1,,,,,,,,0,0
20,366,Santa Catarina Loxicha,1253,20366,1,,,,,,,,0,0
20,384,Santa Cruz Xitla,1254,20384,1,,,,,,,,0,0
20,391,Santa Lucía Miahuatlán,1255,20391,1,,,,,,,,0,0
20,394,Santa María Alotepec,1256,20394,1,,,,,,,,0,0
20,406,Santa María Chilchotla,1257,20406,1,,,,,,,,0,0
20,407,Santa María Chimalapa,1258,20407,1,,,,,,,,0,0
20,410,Santa María Ecatepec,1259,20410,1,,,,,,,,0,0
20,412,Santa María Guienagati,1260,20412,1,,,,,,,,0,0
20,417,Santa María Jacatepec,1261,20417,1,,,,,,,,0,0
20,418,Santa María Jalapa del Marqués,1262,20418,1,,,,,,,,0,0
20,421,Santa María Mixtequilla,1263,20421,1,,,,,,,,0,0
20,424,Santa María Ozolotepec,1264,20424,1,,,,,,,,0,0
20,425,Santa María Pápalo,1265,20425,1,,,,,,,,0,0
20,428,Santa María Quiegolani,1266,20428,1,,,,,,,,0,0
20,432,Santa María Temaxcalapa,1267,20432,1,,,,,,,,0,0
20,435,Santa María Tepantlali,1268,20435,1,,,,,,,,0,0
20,437,Santa María Tlahuitoltepec,1269,20437,1,,,,,,,,0,0
20,438,Santa María Tlalixtac,1270,20438,1,,,,,,,,0,0
20,439,Santa María Tonameca,1271,20439,1,33577,PL/4813/EXP/ES/2015,,-193.3005,31.4435,31.4435,"SERVICIO CIMOGUA, S.A. DE C.V.",2,16789
20,440,Santa María Totolapilla,1272,20440,1,,,,,,,,0,0
20,441,Santa María Xadani,1273,20441,1,,,,,,,,0,0
20,442,Santa María Yalina,1274,20442,1,,,,,,,,0,0
20,454,Santiago Atitlán,1275,20454,1,,,,,,,,0,0
20,457,Santiago Camotlán,1276,20457,1,,,,,,,,0,0
20,458,Santiago Comaltepec,1277,20458,1,,,,,,,,0,0
20,465,Santiago Ixcuintepec,1278,20465,1,,,,,,,,0,0
20,468,Santiago Jocotepec,1279,20468,1,,,,,,,,0,0
20,471,Santiago Lalopa,1280,20471,1,,,,,,,,0,0
20,472,Santiago Laollaga,1281,20472,1,,,,,,,,0,0
20,473,Santiago Laxopa,1282,20473,1,,,,,,,,0,0
20,495,Santiago Xanica,1283,20495,1,,,,,,,,0,0
20,498,Santiago Yaveo,1284,20498,1,,,,,,,,0,0
20,502,Santiago Zacatepec,1285,20502,1,,,,,,,,0,0
20,503,Santiago Zoochila,1286,20503,1,,,,,,,,0,0
20,505,Santo Domingo Ingenio,1287,20505,1,,,,,,,,0,0
20,506,Santo Domingo Albarradas,1288,20506,1,,,,,,,,0,0
20,508,Santo Domingo Chihuitán,1289,20508,1,,,,,,,,0,0
20,509,Santo Domingo de Morelos,1290,20509,1,,,,,,,,0,0
20,512,Santo Domingo Ozolotepec,1291,20512,1,,,,,,,,0,0
20,513,Santo Domingo Petapa,1292,20513,1,,,,,,,,0,0
20,514,Santo Domingo Roayaga,1293,20514,1,,,,,,,,0,0
20,517,Santo Domingo Tepuxtepec,1294,20517,1,,,,,,,,0,0
20,522,Santo Domingo Xagacía,1295,20522,1,,,,,,,,0,0
20,525,Santo Domingo Zanatepec,1296,20525,1,6627,PL/3514/EXP/ES/2015,,-94.3629,16.4845,16.4845,GASOLINERA CRISTOBAL COLON DE JUCHITAN S.A. DE C.V,1,6627
20,533,Santo Tomás Tamazulapan,1297,20533,1,,,,,,,,0,0
20,534,San Vicente Coatlán,1298,20534,1,,,,,,,,0,0
20,538,Sitio de Xitlapehua,1299,20538,1,,,,,,,,0,0
20,541,Tanetze de Zaragoza,1300,20541,1,,,,,,,,0,0
20,554,Totontepec Villa de Morelos,1301,20554,1,,,,,,,,0,0
20,559,San Juan Bautista Valle Nacional,1302,20559,1,7163,PL/3451/EXP/ES/2015,,-96.3006,17.7759,17.7759,SERVICIO VALLE NACIONAL SA DE CV,1,7163
20,563,Yogana,1303,20563,1,,,,,,,,0,0
20,372,Santa Catarina Yosonotú,1304,20372,1,,,,,,,,0,0
20,373,Santa Catarina Zapoquila,1305,20373,1,,,,,,,,0,0
20,374,Santa Cruz Acatepec,1306,20374,1,,,,,,,,0,0
20,376,Santa Cruz de Bravo,1307,20376,1,,,,,,,,0,0
20,377,Santa Cruz Itundujia,1308,20377,1,,,,,,,,0,0
20,379,Santa Cruz Nundaco,1309,20379,1,,,,,,,,0,0
20,381,Santa Cruz Tacache de Mina,1310,20381,1,,,,,,,,0,0
20,382,Santa Cruz Tacahua,1311,20382,1,,,,,,,,0,0
20,383,Santa Cruz Tayata,1312,20383,1,,,,,,,,0,0
20,386,Santa Cruz Zenzontepec,1313,20386,1,,,,,,,,0,0
20,392,Santa Lucía Monteverde,1314,20392,1,,,,,,,,0,0
20,395,Santa María Apazco,1315,20395,1,,,,,,,,0,0
20,396,Santa María la Asunción,1316,20396,1,,,,,,,,0,0
20,397,Heroica Ciudad de Tlaxiaco,1317,20397,1,61831,PL/5349/EXP/ES/2015,,-586.0354,103.6078,103.6078,ESTACIÓN DE SERVICIO SAN RODRIGO SA DE CV,6,10305
20,400,Santa María Camotlán,1318,20400,1,,,,,,,,0,0
20,402,Santa María Cortijo,1319,20402,1,,,,,,,,0,0
20,404,Santa María Chachoápam,1320,20404,1,,,,,,,,0,0
20,405,Villa de Chilapa de Díaz,1321,20405,1,5030,PL/5469/EXP/ES/2015,,-97.6339,17.6001,17.6001,FILADELFO ORTIZ FIGUEROA,1,5030
20,408,Santa María del Rosario,1322,20408,1,,,,,,,,0,0
20,414,Santa María Huazolotitlán,1323,20414,1,,,,,,,,0,0
20,415,Santa María Ipalapa,1324,20415,1,,,,,,,,0,0
20,416,Santa María Ixcatlán,1325,20416,1,,,,,,,,0,0
20,422,Santa María Nativitas,1326,20422,1,,,,,,,,0,0
20,423,Santa María Nduayaco,1327,20423,1,,,,,,,,0,0
20,429,Santa María Sola,1328,20429,1,,,,,,,,0,0
20,430,Santa María Tataltepec,1329,20430,1,,,,,,,,0,0
20,431,Santa María Tecomavaca,1330,20431,1,,,,,,,,0,0
20,433,Santa María Temaxcaltepec,1331,20433,1,,,,,,,,0,0
20,434,Santa María Teopoxco,1332,20434,1,,,,,,,,0,0
20,436,Santa María Texcatitlán,1333,20436,1,,,,,,,,0,0
20,444,Santa María Yolotepec,1334,20444,1,,,,,,,,0,0
20,445,Santa María Yosoyúa,1335,20445,1,,,,,,,,0,0
20,446,Santa María Yucuhiti,1336,20446,1,,,,,,,,0,0
20,447,Santa María Zacatepec,1337,20447,1,13453,PL/11309/EXP/ES/2015,,-97.9918,16.7585,16.7585,Consejo Tacuates SA de CV,1,13453
20,448,Santa María Zaniza,1338,20448,1,,,,,,,,0,0
20,450,Santiago Amoltepec,1339,20450,1,,,,,,,,0,0
20,451,Santiago Apoala,1340,20451,1,,,,,,,,0,0
20,456,Santiago Cacaloxtepec,1341,20456,1,,,,,,,,0,0
20,459,Santiago Chazumba,1342,20459,1,6283,PL/4730/EXP/ES/2015,,-97.6805,18.196,18.196,Combustibles de Chazumba SA de CV,1,6283
20,461,Santiago del Río,1343,20461,1,,,,,,,,0,0
20,462,Santiago Huajolotitlán,1344,20462,1,,,,,,,,0,0
20,463,Santiago Huauclilla,1345,20463,1,,,,,,,,0,0
20,464,Santiago Ihuitlán Plumas,1346,20464,1,,,,,,,,0,0
20,466,Santiago Ixtayutla,1347,20466,1,,,,,,,,0,0
20,467,Santiago Jamiltepec,1348,20467,1,5877,PL/4958/EXP/ES/2015,,-97.8291,16.2823,16.2823,"SERVICIO CIMOVI, S.A. DE C.V.",1,5877
20,469,Santiago Juxtlahuaca,1349,20469,1,9870,PL/2228/EXP/ES/2015,,-196.0279,34.6475,34.6475,GASOLINERAS SUREÑAS S. DE R.L. DE C.V.,2,4935
20,237,San Marcos Arteaga,1350,20237,1,,,,,,,,0,0
20,105,San Antonino Monte Verde,1351,20105,1,,,,,,,,0,0
20,106,San Antonio Acutla,1352,20106,1,,,,,,,,0,0
20,109,San Antonio Nanahuatípam,1353,20109,1,,,,,,,,0,0
20,110,San Antonio Sinicahua,1354,20110,1,,,,,,,,0,0
20,208,San Juan Mixtepec -Dto. 08 -,1355,20208,1,,,,,,,,0,0
20,210,San Juan Ñumí,1356,20210,1,,,,,,,,0,0
20,213,San Juan Quiahije,1357,20213,1,,,,,,,,0,0
20,218,San Juan Teita,1358,20218,1,,,,,,,,0,0
20,221,San Juan Teposcolula,1359,20221,1,,,,,,,,0,0
20,224,San Juan Yucuita,1360,20224,1,,,,,,,,0,0
20,225,San Lorenzo,1361,20225,1,,,,,,,,0,0
20,228,San Lorenzo Cuaunecuiltitla,1362,20228,1,,,,,,,,0,0
20,229,San Lorenzo Texmelúcan,1363,20229,1,,,,,,,,0,0
20,234,San Lucas Zoquiápam,1364,20234,1,,,,,,,,0,0
20,239,San Martín Huamelúlpam,1365,20239,1,,,,,,,,0,0
20,240,San Martín Itunyoso,1366,20240,1,,,,,,,,0,0
20,242,San Martín Peras,1367,20242,1,,,,,,,,0,0
20,244,San Martín Toxpalan,1368,20244,1,,,,,,,,0,0
20,245,San Martín Zacatepec,1369,20245,1,,,,,,,,0,0
20,249,San Mateo Yoloxochitlán,1370,20249,1,,,,,,,,0,0
20,250,San Mateo Etlatongo,1371,20250,1,,,,,,,,0,0
20,251,San Mateo Nejápam,1372,20251,1,,,,,,,,0,0
20,252,San Mateo Peñasco,1373,20252,1,,,,,,,,0,0
20,255,San Mateo Sindihui,1374,20255,1,,,,,,,,0,0
20,256,San Mateo Tlapiltepec,1375,20256,1,,,,,,,,0,0
20,258,San Miguel Achiutla,1376,20258,1,,,,,,,,0,0
20,259,San Miguel Ahuehuetitlán,1377,20259,1,,,,,,,,0,0
20,261,San Miguel Amatitlán,1378,20261,1,,,,,,,,0,0
20,264,San Miguel Chicahua,1379,20264,1,,,,,,,,0,0
20,269,San Miguel el Grande,1380,20269,1,14732,PL/3748/EXP/ES/2015,,-195.2182,34.086,34.086,JOSE ESQUEDA PEREZ SANCHEZ,2,7366
20,270,San Miguel Huautla,1381,20270,1,,,,,,,,0,0
